	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
105	edificare il muro	2	4	3
106	demolire la caserma	1	4	4
107	visitare la squadra	2	2	3
108	aiutare il popolo	2	2	2
109	edificare l'ufficio	2	4	3
110	aiutare la scuola	2	3	2
111	distruggere il partito	2	2	2
112	demolire l'ospedale	1	4	3
113	demolire la fondamenta	1	2	2
114	edificare la chiesa	2	3	3
115	sospendere la chiesa	1	1	1
116	mantenere la palazzina	2	2	3
117	mantenere il condominio	2	2	3
118	costruire il palazzo	2	4	3
119	ristrutturare la caserma	1	4	4
120	visitare il partito	2	3	3
121	valutare la caserma	1	1	2
122	aiutare la persona	3	2	3
123	costruire il comitato	1	2	2
124	demolire il mercato	1	1	1
125	costruire il grattacielo	2	4	4
126	istituire la caserma	1	2	2
127	distruggere la palazzina	2	4	4
128	edificare la torre	3	4	3
129	valutare il collegio	1	2	3
130	aiutare il bambino	3	3	4
131	valutare lo albergo	1	2	2
132	ristrutturare l'economia	1	2	2
133	distruggere l'edificio	2	4	4
134	sostenere lo albergo	1	2	2
135	demolire lo albergo	2	4	4
136	sostenere la tesi	4	2	3
137	sospendere la caserma	1	1	1
138	costruire la brigata	1	3	3
139	edificare la villa	2	4	4
140	mantenere l'esercito	2	3	3
141	istituire il collegio	2	3	3
142	visitare il palazzo	3	3	4
143	valutare il risultato	3	3	3
144	edificare la fortezza	2	4	4
145	sostenere il progetto	3	2	3
146	istituire la chiesa	1	1	1
147	valutare l'ufficio	1	2	2
148	mantenere il palazzo	2	3	3
149	aiutare l'ospedale	2	3	3
150	aiutare il mercato	1	1	1
151	aiutare la chiesa	1	1	1
152	ristrutturare l'ufficio	2	4	4
153	aiutare lo sviluppo	2	3	3
154	sostenere lo sviluppo	2	3	3
155	costruire la famiglia	2	2	4
156	istituire il sistema	2	2	2
157	valutare il mercato	1	2	2
158	valutare l'ospedale	1	2	2
159	sospendere la partenza	3	3	4
160	istituire l'ospedale	1	1	1
161	demolire la chiesa	2	4	4
162	sostenere la chiesa	2	3	3
163	sospendere il collegio	2	2	2
164	sostenere la causa	3	2	4
165	sospendere il pagamento	3	4	4
166	edificare la caserma	2	4	4
