	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
114	edificare la chiesa	2	1	2
115	sospendere la chiesa	1	1	1
116	mantenere la palazzina	1	1	1
117	mantenere il condominio	1	1	2
118	costruire il palazzo	1	1	3
119	ristrutturare la caserma	1	1	2
120	visitare il partito	1	1	3
121	valutare la caserma	1	1	1
122	aiutare la persona	5	4	4
123	costruire il comitato	1	1	1
124	demolire il mercato	2	1	1
125	costruire il grattacielo	1	1	3
126	istituire la caserma	1	1	2
127	distruggere la palazzina	1	1	3
128	edificare la torre	1	1	2
129	valutare il collegio	1	1	1
130	aiutare il bambino	4	4	5
131	valutare lo albergo	3	1	2
132	ristrutturare l'economia	1	2	1
133	distruggere l'edificio	1	1	1
134	sostenere lo albergo	1	2	2
135	demolire lo albergo	1	1	1
136	sostenere la tesi	5	4	5
137	sospendere la caserma	1	2	1
138	costruire la brigata	1	1	1
139	edificare la villa	1	2	2
140	mantenere l'esercito	1	1	2
141	istituire il collegio	1	2	1
142	visitare il palazzo	5	4	5
143	valutare il risultato	1	3	3
144	edificare la fortezza	1	1	2
145	sostenere il progetto	4	1	2
146	istituire la chiesa	1	1	1
147	valutare l'ufficio	3	1	1
148	mantenere il palazzo	1	1	2
149	aiutare l'ospedale	2	2	1
150	aiutare il mercato	2	1	1
151	aiutare la chiesa	2	2	2
152	ristrutturare l'ufficio	2	1	2
153	aiutare lo sviluppo	2	2	1
154	sostenere lo sviluppo	1	1	2
155	costruire la famiglia	4	2	4
156	istituire il sistema	1	1	2
157	valutare il mercato	2	1	1
158	valutare l'ospedale	3	1	2
159	sospendere la partenza	3	1	4
160	istituire l'ospedale	1	1	2
161	demolire la chiesa	1	1	2
162	sostenere la chiesa	1	1	1
163	sospendere il collegio	1	1	1
164	sostenere la causa	3	1	4
165	sospendere il pagamento	3	1	3
166	edificare la caserma	1	1	1
