	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
60	distruggere la brigata	1	2	2
61	distruggere la squadra	1	3	2
62	ristrutturare l'azienda	2	2	2
63	sostenere il contrario	4	2	2
64	costruire il condominio	4	4	4
65	aiutare l'ufficio	1	1	1
66	costruire il reggimento	2	3	2
67	sospendere la seduta	3	3	2
68	ristrutturare il mercato	2	3	2
69	ristrutturare lo albergo	3	4	3
70	visitare la palazzina	3	3	2
71	demolire la casa	3	4	4
72	sostenere l'ospedale	2	4	3
73	aiutare la crescita	3	2	2
74	valutare la chiesa	2	3	2
75	sospendere lo albergo	1	1	1
76	demolire la torre	3	4	4
77	sostenere il mercato	3	3	2
78	aiutare il processo	2	2	1
79	valutare la situazione	3	3	1
80	edificare il collegio	3	2	1
81	valutare l'efficacia	2	3	1
82	edificare lo albergo	3	4	2
83	istituire la scuola	2	3	2
84	aiutare lo albergo	2	3	2
85	costruire il partito	3	3	2
86	costruire l'esercito	2	3	2
87	visitare la famiglia	4	4	3
88	aiutare la caserma	2	2	2
89	distruggere la palazzina	3	4	4
90	edificare la torre	2	4	3
91	valutare il collegio	2	2	2
92	aiutare il bambino	4	4	4
93	valutare lo albergo	2	2	2
94	mantenere il monumento	2	3	2
95	costruire il monumento	3	3	3
96	mantenere il comitato	1	1	1
97	visitare l'esercito	2	2	1
98	demolire il muro	4	4	4
99	sostenere l'esame	5	5	5
100	demolire la scuola	2	5	4
101	sostenere l'ufficio	1	2	1
102	distruggere il condominio	2	4	3
103	costruire la squadra	3	3	3
104	ristrutturare l'appartamento	4	4	4
105	sospendere l'ospedale	1	1	1
106	mantenere l'esercito	2	2	2
107	istituire il collegio	2	3	2
108	visitare il palazzo	5	5	5
109	valutare il risultato	4	4	3
110	edificare la fortezza	2	3	3
111	edificare la scuola	3	3	3
112	valutare l'impatto	2	3	1
113	edificare il mercato	1	3	1
114	mantenere la famiglia	5	5	3
115	sostenere la scuola	4	4	1
116	costruire il castello	1	4	2
117	distruggere il palazzo	4	4	4
118	demolire l'ufficio	3	4	3
119	valutare la scuola	3	2	1
120	mantenere il partito	2	2	1
121	istituire il tribunale	2	3	2
122	sospendere il servizio	4	3	2
123	visitare il monumento	4	4	2
124	distruggere il monumento	2	3	4
125	ristrutturare la casa	4	4	4
126	visitare il duomo	4	4	2
127	aiutare il collegio	1	1	1
128	istituire l'ufficio	2	3	1
129	sospendere la scuola	2	3	1
130	istituire il consiglio	1	2	2
131	sospendere la partita	2	3	2
132	mantenere il duomo	2	2	2
133	demolire l'ospedale	1	2	3
134	demolire la fondamenta	1	1	1
135	edificare la chiesa	3	2	2
136	valutare il rischio	3	3	2
137	visitare il partito	1	1	1
138	valutare la caserma	2	2	2
139	sospendere la chiesa	1	1	1
140	mantenere la palazzina	2	3	3
141	costruire il palazzo	4	4	4
142	ristrutturare la caserma	2	3	2
143	ristrutturare l'economia	3	2	1
144	distruggere l'edificio	2	4	4
145	sostenere lo albergo	1	1	1
146	mantenere il condominio	2	2	2
147	ristrutturare la chiesa	3	4	2
148	sostenere il collegio	1	1	1
149	demolire lo albergo	1	3	2
150	sostenere la tesi	4	4	3
151	sospendere la caserma	1	1	1
152	costruire la brigata	1	2	1
153	edificare la villa	3	3	2
154	visitare la brigata	1	1	1
155	valutare il caso	3	2	1
156	visitare il reggimento	3	2	1
157	istituire lo albergo	1	1	1
158	edificare il muro	2	3	2
159	demolire la caserma	1	3	2
160	visitare la squadra	1	1	1
161	costruire la palazzina	3	3	2
162	distruggere il comitato	1	1	1
163	aiutare il popolo	2	2	1
164	edificare l'ufficio	2	2	2
165	aiutare la scuola	2	3	2
166	distruggere il partito	3	4	1
